source,target,weight
Nintendo,Magix,1
Nintendo,Midas Interactive Entertainment,11
Nintendo,Mastiff,5
Nintendo,Virgin Interactive,12
Nintendo,SNK,1
Nintendo,Blast! Entertainment Ltd,3
Nintendo,Irem Software Engineering,6
Nintendo,Xseed Games,3
Nintendo,GSP,4
Nintendo,Empire Interactive,10
Nintendo,ValuSoft,3
Nintendo,Ackkstudios,5
Nintendo,Insomniac Games,1
Nintendo,Codemasters,10
Nintendo,Kokopeli Digital Studios,1
Nintendo,TechnoSoft,1
Nintendo,King Records,1
Nintendo,Edia,1
Nintendo,Ghostlight,4
Nintendo,Milestone S.r.l.,1
Nintendo,Vatical Entertainment,1
Nintendo,Marvelous Interactive,7
Nintendo,Vivendi Games,12
Nintendo,LucasArts,7
Nintendo,Capcom,12
Nintendo,Gamebridge,1
Nintendo,HAL Laboratory,1
Nintendo,Russel,3
Nintendo,Culture Brain,4
Nintendo,Societa,1
Nintendo,Namco Bandai Games,12
Nintendo,Mud Duck Productions,2
Nintendo,Tivola,1
Nintendo,FunSoft,1
Nintendo,"mixi, Inc",1
Nintendo,Xing Entertainment,1
Nintendo,Strategy First,1
Nintendo,Encore,3
Nintendo,IE Institute,2
Nintendo,Number None,1
Nintendo,Agatsuma Entertainment,3
Nintendo,Valve Software,1
Nintendo,Tigervision,1
Nintendo,RED Entertainment,1
Nintendo,Falcom Corporation,2
Nintendo,Activision Value,5
Nintendo,Avanquest Software,3
Nintendo,Microids,3
Nintendo,THQ,12
Nintendo,Abylight,1
Nintendo,Nordic Games,8
Nintendo,Marvel Entertainment,1
Nintendo,CPG Products,1
Nintendo,Asylum Entertainment,3
Nintendo,Sting,1
Nintendo,Oxygen Interactive,6
Nintendo,Gust,3
Nintendo,Kando Games,1
Nintendo,Warashi,1
Nintendo,System Soft,2
Nintendo,Giga,1
Nintendo,HuneX,2
Nintendo,Syscom,2
Nintendo,Destineer,9
Nintendo,Vap,1
Nintendo,Nippon Amuse,1
Nintendo,Daedalic Entertainment,1
Nintendo,Giza10,1
Nintendo,MediaQuest,1
Nintendo,Alternative Software,2
Nintendo,Gotham Games,4
Nintendo,Flashpoint Games,2
Nintendo,UIG Entertainment,1
Nintendo,Indie Games,2
Nintendo,Zushi Games,10
Nintendo,GungHo,4
Nintendo,Quinrose,2
Nintendo,Square EA,1
Nintendo,Piacci,1
Nintendo,Sonnet,1
Nintendo,2D Boy,1
Nintendo,Swing! Entertainment,5
Nintendo,Aruze Corp,1
Nintendo,Midway Games,10
Nintendo,JoWood Productions,9
Nintendo,Game Arts,1
Nintendo,Masque Publishing,1
Nintendo,Playlogic Game Factory,6
Nintendo,Red Orb,1
Nintendo,Kids Station,1
Nintendo,Phenomedia,3
Nintendo,DHM Interactive,3
Nintendo,Team17 Software,1
Nintendo,Maxis,1
Nintendo,Kamui,1
Nintendo,SSI,1
Nintendo,Playmore,1
Nintendo,Groove Games,1
Nintendo,GameMill Entertainment,4
Nintendo,TalonSoft,1
Nintendo,Milestone S.r.l,1
Nintendo,Prototype,2
Nintendo,Revolution (Japan),1
Nintendo,BAM! Entertainment,8
Nintendo,Bigben Interactive,1
Nintendo,Ubisoft Annecy,4
Nintendo,Media Works,3
Nintendo,GN Software,1
Nintendo,Wargaming.net,1
Nintendo,Asmik Ace Entertainment,3
Nintendo,Focus Multimedia,2
Nintendo,Home Entertainment Suppliers,1
Nintendo,Views,2
Nintendo,Devolver Digital,2
Nintendo,fonfun,1
Nintendo,Sunflowers,1
Nintendo,Screenlife,3
Nintendo,1C Company,3
Nintendo,Quintet,1
Nintendo,Vic Tokai,1
Nintendo,Cygames,1
Nintendo,Adeline Software,1
Nintendo,Infogrames,11
Nintendo,Data Design Interactive,3
Nintendo,Phantagram,1
Nintendo,Avalon Interactive,5
Nintendo,Reef Entertainment,3
Nintendo,Electronic Arts Victor,2
Nintendo,The Adventure Company,2
Nintendo,Hackberry,1
Nintendo,CyberFront,5
Nintendo,Aspyr,5
Nintendo,Activision,12
Nintendo,Visco,1
Nintendo,Summitsoft,1
Nintendo,Myelin Media,1
Nintendo,Aqua Plus,5
Nintendo,PM Studios,1
Nintendo,Elf,2
Nintendo,Pow,1
Nintendo,Harmonix Music Systems,1
Nintendo,ASCII Entertainment,7
Nintendo,NCSoft,2
Nintendo,Her Interactive,1
Nintendo,Media Rings,3
Nintendo,On Demand,1
Nintendo,Hudson Soft,11
Nintendo,Excalibur Publishing,2
Nintendo,Idea Factory,5
Nintendo,Asmik Corp,1
Nintendo,SouthPeak Games,11
Nintendo,Mercury Games,2
Nintendo,Rondomedia,6
Nintendo,PlayV,3
Nintendo,TopWare Interactive,2
Nintendo,Xicat Interactive,3
Nintendo,Kadokawa Games,5
Nintendo,O-Games,6
Nintendo,Wizard Video Games,1
Nintendo,"Interworks Unlimited, Inc.",1
Nintendo,Phoenix Games,1
Nintendo,Hudson Entertainment,7
Nintendo,Mattel Interactive,6
Nintendo,Vir2L Studios,3
Nintendo,Interplay,10
Nintendo,Sunrise Interactive,4
Nintendo,MTO,3
Nintendo,GOA,1
Nintendo,Panther Software,1
Nintendo,Sears,1
Nintendo,Rain Games,1
Nintendo,Sega,12
Nintendo,3DO,9
Nintendo,Mirai Shounen,1
Nintendo,AQ Interactive,2
Nintendo,Nippon Telenet,1
Nintendo,7G//AMES,3
Nintendo,Arena Entertainment,2
Nintendo,Aria,1
Nintendo,Flight-Plan,2
Nintendo,Imadio,1
Nintendo,Phantom EFX,1
Nintendo,Liquid Games,2
Nintendo,Moss,1
Nintendo,American Softworks,1
Nintendo,Activision Blizzard,1
Nintendo,ArtDink,3
Nintendo,Valcon Games,5
Nintendo,Telegames,4
Nintendo,Zoo Digital Publishing,11
Nintendo,Level 5,7
Nintendo,Imagic,2
Nintendo,Bomb,1
Nintendo,Brash Entertainment,2
Nintendo,Evolution Games,1
Nintendo,PopTop Software,1
Nintendo,Imagineer,6
Nintendo,Mamba Games,2
Nintendo,Tru Blu Entertainment,2
Nintendo,Berkeley,1
Nintendo,Technos Japan Corporation,1
Nintendo,Epoch,4
Nintendo,Nobilis,6
Nintendo,Monte Christo Multimedia,1
Nintendo,Funbox Media,4
Nintendo,Max Five,1
Nintendo,Gainax Network Systems,2
Nintendo,Iceberg Interactive,2
Nintendo,Simon & Schuster Interactive,1
Nintendo,Play It,5
Nintendo,TOHO,1
Nintendo,Foreign Media Games,4
Nintendo,ASCII Media Works,2
Nintendo,Funcom,1
Nintendo,Revolution Software,1
Nintendo,TGL,1
Nintendo,Detn8 Games,1
Nintendo,Seta Corporation,3
Nintendo,Time Warner Interactive,4
Nintendo,SPS,1
Nintendo,SquareSoft,7
Nintendo,Deep Silver,12
Nintendo,Koch Media,7
Nintendo,Misawa,1
Nintendo,Altron,1
Nintendo,Broccoli,7
Nintendo,Starpath Corp.,1
Nintendo,Mindscape,8
Nintendo,Ivolgamus,1
Nintendo,Compile,2
Nintendo,Mystique,1
Nintendo,Saurus,1
Nintendo,Psygnosis,10
Nintendo,iWin,1
Nintendo,Imax,1
Nintendo,Rising Star Games,11
Nintendo,Nexon,1
Nintendo,ITT Family Games,1
Nintendo,Answer Software,1
Nintendo,Tetris Online,1
Nintendo,Tripwire Interactive,1
Nintendo,Arika,3
Nintendo,Enjoy Gaming ltd.,1
Nintendo,Introversion Software,1
Nintendo,The Learning Company,1
Nintendo,Game Life,2
Nintendo,Otomate,1
Nintendo,Graphsim Entertainment,1
Nintendo,Playmates,1
Nintendo,Alawar Entertainment,2
Nintendo,NDA Productions,1
Nintendo,Shogakukan,2
Nintendo,Kemco,9
Nintendo,Aksys Games,3
Nintendo,Elite,1
Nintendo,989 Sports,1
Nintendo,NovaLogic,1
Nintendo,Laguna,3
Nintendo,49Games,1
Nintendo,Valve,1
Nintendo,Nordcurrent,4
Nintendo,Gameloft,1
Nintendo,Riverhillsoft,1
Nintendo,City Interactive,6
Nintendo,Acclaim Entertainment,11
Nintendo,Square Enix,9
Nintendo,Quelle,1
Nintendo,TDK Core,3
Nintendo,NetRevo,2
Nintendo,NEC Interchannel,4
Nintendo,BPS,2
Nintendo,Hearty Robin,1
Nintendo,U.S. Gold,2
Nintendo,Tryfirst,1
Nintendo,KSS,1
Nintendo,Griffin International,1
Nintendo,Yumedia,1
Nintendo,Easy Interactive,1
Nintendo,Gakken,1
Nintendo,Black Label Games,1
Nintendo,imageepoch Inc.,2
Nintendo,CDV Software Entertainment,4
Nintendo,Kool Kizz,1
Nintendo,Zoo Games,8
Nintendo,Crave Entertainment,12
Nintendo,Tommo,3
Nintendo,Locus,1
Nintendo,TDK Mediactive,7
Nintendo,10TACLE Studios,3
Nintendo,Commseed,1
Nintendo,Yeti,3
Nintendo,GT Interactive,8
Nintendo,XS Games,3
Nintendo,Type-Moon,1
Nintendo,DreamWorks Interactive,1
Nintendo,T&E Soft,1
Nintendo,Michaelsoft,1
Nintendo,System 3 Arcade Software,5
Nintendo,Disney Interactive Studios,10
Nintendo,Gamecock,3
Nintendo,MC2 Entertainment,2
Nintendo,Maximum Family Games,1
Nintendo,Stainless Games,1
Nintendo,Rebellion,1
Nintendo,Take-Two Interactive,12
Nintendo,Benesse,1
Nintendo,FuRyu,5
Nintendo,Gathering of Developers,4
Nintendo,Arc System Works,6
Nintendo,Cave,4
Nintendo,"Destination Software, Inc",7
Nintendo,Victor Interactive,5
Nintendo,bitComposer Games,2
Nintendo,Media Entertainment,1
Nintendo,RedOctane,1
Nintendo,Blue Byte,2
Nintendo,Telltale Games,2
Nintendo,TYO,1
Nintendo,Pioneer LDC,2
Nintendo,Image Epoch,1
Nintendo,O3 Entertainment,3
Nintendo,Big Ben Interactive,5
Nintendo,Interchannel-Holon,1
Nintendo,Zenrin,1
Nintendo,Kadokawa Shoten,7
Nintendo,Mycom,1
Nintendo,Parker Bros.,3
Nintendo,Magical Company,1
Nintendo,20th Century Fox Video Games,2
Nintendo,SNK Playmore,4
Nintendo,Coconuts Japan,2
Nintendo,Agetec,7
Nintendo,SCi,4
Nintendo,Kaga Create,3
Nintendo,Sony Computer Entertainment America,1
Nintendo,SCS Software,1
Nintendo,Origin Systems,1
Nintendo,Men-A-Vision,1
Nintendo,General Entertainment,1
Nintendo,Creative Core,3
Nintendo,Rebellion Developments,1
Nintendo,Jack of All Games,2
Nintendo,Gaga,1
Nintendo,Ultravision,1
Nintendo,Universal Interactive,6
Nintendo,5pb,6
Nintendo,Sunsoft,7
Nintendo,ASK,1
Nintendo,Pack In Soft,1
Nintendo,Mumbo Jumbo,3
Nintendo,Mad Catz,3
Nintendo,ChunSoft,3
Nintendo,GameTek,1
Nintendo,Data East,2
Nintendo,Acquire,4
Nintendo,Rocket Company,6
Nintendo,Sony Computer Entertainment,12
Nintendo,Majesco Entertainment,12
Nintendo,Genterprise,1
Nintendo,Big Fish Games,2
Nintendo,PQube,8
Nintendo,Konami Digital Entertainment,12
Nintendo,WayForward Technologies,1
Nintendo,Paradox Development,1
Nintendo,Fox Interactive,4
Nintendo,Inti Creates,1
Nintendo,dramatic create,2
Nintendo,Office Create,1
Nintendo,Fuji,1
Nintendo,Hamster Corporation,2
Nintendo,Essential Games,3
Nintendo,Dusenberry Martin Racing,1
Nintendo,Culture Publishers,1
Nintendo,Pinnacle,4
Nintendo,Happinet,3
Nintendo,Micro Cabin,3
Nintendo,Hasbro Interactive,6
Nintendo,Funsta,2
Nintendo,DSI Games,5
Nintendo,Data Age,1
Nintendo,Jaleco,8
Nintendo,MTV Games,1
Nintendo,White Park Bay Software,1
Nintendo,Lighthouse Interactive,1
Nintendo,Astragon,4
Nintendo,989 Studios,3
Nintendo,Ubisoft,12
Nintendo,UEP Systems,1
Nintendo,Titus,9
Nintendo,Sold Out,1
Nintendo,New,1
Nintendo,New World Computing,1
Nintendo,Starfish,4
Nintendo,inXile Entertainment,1
Nintendo,Spike,7
Nintendo,Extreme Entertainment Group,1
Nintendo,Alchemist,5
Nintendo,Warner Bros. Interactive Entertainment,9
Nintendo,Crystal Dynamics,5
Nintendo,responDESIGN,1
Nintendo,Ascaron Entertainment,1
Nintendo,CCP,1
Nintendo,Sony Music Entertainment,1
Nintendo,Paradox Interactive,4
Nintendo,Naxat Soft,1
Nintendo,Conspiracy Entertainment,8
Nintendo,CTO SpA,2
Nintendo,Hect,1
Nintendo,DTP Entertainment,9
Nintendo,Milestone,1
Nintendo,Compile Heart,4
Nintendo,Yuke's,2
Nintendo,505 Games,12
Nintendo,Coleco,3
Nintendo,Human Entertainment,6
Nintendo,MLB.com,1
Nintendo,Eidos Interactive,12
Nintendo,P2 Games,2
Nintendo,From Software,5
Nintendo,KID,1
Nintendo,EON Digital Entertainment,1
Nintendo,Sony Computer Entertainment Europe,6
Nintendo,Natsume,9
Nintendo,Pacific Century Cyber Works,1
Nintendo,Grand Prix Games,1
Nintendo,Wanadoo,3
Nintendo,Licensed 4U,2
Nintendo,DigiCube,1
Nintendo,DreamCatcher Interactive,7
Nintendo,Global Star,9
Nintendo,Jorudan,1
Nintendo,Marvelous Games,1
Nintendo,Hello Games,1
Nintendo,Boost On,1
Nintendo,Epic Games,1
Nintendo,Virtual Play Games,2
Nintendo,Square,2
Nintendo,Asgard,2
Nintendo,Codemasters Online,1
Nintendo,NEC,2
Nintendo,Microsoft Game Studios,12
Nintendo,Illusion Softworks,1
Nintendo,Marvelous Entertainment,5
Nintendo,Athena,2
Nintendo,NCS,1
Nintendo,Idea Factory International,2
Nintendo,Focus Home Interactive,10
Nintendo,Experience Inc.,1
Nintendo,Fields,1
Nintendo,Media Factory,2
Nintendo,Avanquest,6
Nintendo,Rage Software,4
Nintendo,id Software,1
Nintendo,UFO Interactive,5
Nintendo,Mojang,1
Nintendo,Microprose,3
Nintendo,Pony Canyon,1
Nintendo,Nippon Ichi Software,8
Nintendo,Black Bean Games,5
Nintendo,Navarre Corp,1
Nintendo,Global A Entertainment,2
Nintendo,Jester Interactive,2
Nintendo,Intergrow,1
Nintendo,Red Storm Entertainment,2
Nintendo,Datam Polystar,1
Nintendo,Graffiti,4
Nintendo,Evolved Games,3
Nintendo,Xplosiv,3
Nintendo,Nichibutsu,1
Nintendo,Tecmo Koei,11
Nintendo,Warp,1
Nintendo,CokeM Interactive,1
Nintendo,Nihon Falcom Corporation,2
Nintendo,Mentor Interactive,1
Nintendo,Metro 3D,6
Nintendo,Atari,12
Nintendo,Cloud Imperium Games Corporation,1
Nintendo,Nippon Columbia,2
Nintendo,Ecole,1
Nintendo,Success,8
Nintendo,Yacht Club Games,1
Nintendo,Bethesda Softworks,7
Nintendo,Performance Designed Products,1
Nintendo,Nitroplus,2
Nintendo,D3Publisher,12
Nintendo,System 3,1
Nintendo,Video System,2
Nintendo,Pack-In-Video,2
Nintendo,Enterbrain,5
Nintendo,Banpresto,12
Nintendo,Merscom LLC,1
Nintendo,Telstar,3
Nintendo,Slitherine Software,1
Nintendo,Electronic Arts,12
Nintendo,Angel Studios,3
Nintendo,Bohemia Interactive,1
Nintendo,Mastertronic,7
Nintendo,Quest,1
Nintendo,Unknown,12
Nintendo,Ocean,8
Nintendo,Karin Entertainment,1
Nintendo,Kalypso Media,5
Nintendo,BushiRoad,1
Nintendo,Palcom,1
Nintendo,JVC,6
Nintendo,PopCap Games,4
Nintendo,Yamasa Entertainment,1
Nintendo,Plenty,1
Nintendo,Tradewest,1
Nintendo,Popcorn Arcade,5
Nintendo,Headup Games,1
Nintendo,BMG Interactive Entertainment,4
Nintendo,Takuyo,1
Nintendo,Universal Gamex,1
Nintendo,Alvion,1
Nintendo,Imageworks,1
Nintendo,Slightly Mad Studios,1
Nintendo,LEGO Media,5
Nintendo,G.Rev,2
Nintendo,Neko Entertainment,5
Nintendo,NewKidCo,5
Nintendo,Mitsui,1
Nintendo,Minato Station,2
Nintendo,Interchannel,1
Nintendo,Atlus,11
Nintendo,Little Orbit,3
Nintendo,Storm City Games,8
Nintendo,Enix Corporation,5
Nintendo,Tomy Corporation,6
Nintendo,Fortyfive,1
Nintendo,Legacy Interactive,1
Nintendo,Lexicon Entertainment,2
Nintendo,Sony Online Entertainment,2
Nintendo,EA Games,1
Nintendo,RTL,3
Nintendo,Ascaron Entertainment GmbH,2
Nintendo,FuRyu Corporation,1
Nintendo,Daedalic,1
Nintendo,Genki,3
Nintendo,ESP,5
Nintendo,Axela,1
Nintendo,Takara,5
Nintendo,Paon,1
Nintendo,Gremlin Interactive Ltd,5
Nintendo,Havas Interactive,1
Nintendo,Sweets,1
Nintendo,Interplay Productions,1
Nintendo,ASC Games,3
Nintendo,Sammy Corporation,4
Nintendo,Daito,1
Nintendo,Scholastic Inc.,4
Nintendo,Ignition Entertainment,11
Nintendo,Trion Worlds,2
Nintendo,Taito,7
Nintendo,Knowledge Adventure,4
Nintendo,HMH Interactive,2
Nintendo,Seventh Chord,1
Nintendo,Glams,1
Nintendo,CBS Electronics,1
Nintendo,Crimson Cow,2
Nintendo,Core Design Ltd.,2
Nintendo,Paon Corporation,1
Nintendo,Takara Tomy,7
Nintendo,Aerosoft,1
Nintendo,Aques,1
Nintendo,LSP Games,3
Nintendo,Hip Interactive,2
Nintendo,Ertain,1
Nintendo,Just Flight,1
Nintendo,Princess Soft,1
Nintendo,Accolade,3
Nintendo,Westwood Studios,1
Nintendo,Ongakukan,1
Nintendo,Game Factory,9
Nintendo,Comfort,2
Nintendo,Dorart,1
Nintendo,Touchstone,2
Microsoft Game Studios,Magix,1
Microsoft Game Studios,Mastiff,5
Microsoft Game Studios,Midas Interactive Entertainment,11
Microsoft Game Studios,Virgin Interactive,12
Microsoft Game Studios,SNK,1
Microsoft Game Studios,Irem Software Engineering,6
Microsoft Game Studios,Blast! Entertainment Ltd,3
Microsoft Game Studios,Xseed Games,3
Microsoft Game Studios,GSP,4
Microsoft Game Studios,Empire Interactive,10
Microsoft Game Studios,ValuSoft,3
Microsoft Game Studios,Ackkstudios,5
Microsoft Game Studios,Insomniac Games,1
Microsoft Game Studios,Codemasters,10
Microsoft Game Studios,Kokopeli Digital Studios,1
Microsoft Game Studios,TechnoSoft,1
Microsoft Game Studios,King Records,1
Microsoft Game Studios,Edia,1
Microsoft Game Studios,Ghostlight,4
Microsoft Game Studios,Milestone S.r.l.,1
Microsoft Game Studios,Vatical Entertainment,1
Microsoft Game Studios,Marvelous Interactive,7
Microsoft Game Studios,Vivendi Games,12
Microsoft Game Studios,LucasArts,7
Microsoft Game Studios,Capcom,12
Microsoft Game Studios,Gamebridge,1
Microsoft Game Studios,HAL Laboratory,1
Microsoft Game Studios,Russel,3
Microsoft Game Studios,Culture Brain,4
Microsoft Game Studios,Societa,1
Microsoft Game Studios,Namco Bandai Games,12
Microsoft Game Studios,Mud Duck Productions,2
Microsoft Game Studios,Tivola,1
Microsoft Game Studios,FunSoft,1
Microsoft Game Studios,"mixi, Inc",1
Microsoft Game Studios,Xing Entertainment,1
Microsoft Game Studios,Strategy First,1
Microsoft Game Studios,Encore,3
Microsoft Game Studios,IE Institute,2
Microsoft Game Studios,Number None,1
Microsoft Game Studios,Agatsuma Entertainment,3
Microsoft Game Studios,Valve Software,1
Microsoft Game Studios,Tigervision,1
Microsoft Game Studios,RED Entertainment,1
Microsoft Game Studios,Falcom Corporation,2
Microsoft Game Studios,Activision Value,5
Microsoft Game Studios,Avanquest Software,3
Microsoft Game Studios,Microids,3
Microsoft Game Studios,THQ,12
Microsoft Game Studios,Abylight,1
Microsoft Game Studios,Nordic Games,8
Microsoft Game Studios,Asylum Entertainment,3
Microsoft Game Studios,CPG Products,1
Microsoft Game Studios,Marvel Entertainment,1
Microsoft Game Studios,Sting,1
Microsoft Game Studios,Oxygen Interactive,6
Microsoft Game Studios,Kando Games,1
Microsoft Game Studios,Gust,3
Microsoft Game Studios,Warashi,1
Microsoft Game Studios,System Soft,2
Microsoft Game Studios,Giga,1
Microsoft Game Studios,Syscom,2
Microsoft Game Studios,HuneX,2
Microsoft Game Studios,Destineer,9
Microsoft Game Studios,Vap,1
Microsoft Game Studios,Nippon Amuse,1
Microsoft Game Studios,Daedalic Entertainment,1
Microsoft Game Studios,Giza10,1
Microsoft Game Studios,MediaQuest,1
Microsoft Game Studios,Alternative Software,2
Microsoft Game Studios,Gotham Games,4
Microsoft Game Studios,Flashpoint Games,2
Microsoft Game Studios,UIG Entertainment,1
Microsoft Game Studios,Indie Games,2
Microsoft Game Studios,Zushi Games,10
Microsoft Game Studios,GungHo,4
Microsoft Game Studios,Quinrose,2
Microsoft Game Studios,Square EA,1
Microsoft Game Studios,Piacci,1
Microsoft Game Studios,Sonnet,1
Microsoft Game Studios,2D Boy,1
Microsoft Game Studios,Swing! Entertainment,5
Microsoft Game Studios,Aruze Corp,1
Microsoft Game Studios,JoWood Productions,9
Microsoft Game Studios,Midway Games,10
Microsoft Game Studios,Game Arts,1
Microsoft Game Studios,Masque Publishing,1
Microsoft Game Studios,Playlogic Game Factory,6
Microsoft Game Studios,Red Orb,1
Microsoft Game Studios,Kids Station,1
Microsoft Game Studios,Phenomedia,3
Microsoft Game Studios,DHM Interactive,3
Microsoft Game Studios,Team17 Software,1
Microsoft Game Studios,Maxis,1
Microsoft Game Studios,Kamui,1
Microsoft Game Studios,SSI,1
Microsoft Game Studios,Playmore,1
Microsoft Game Studios,Groove Games,1
Microsoft Game Studios,GameMill Entertainment,4
Microsoft Game Studios,TalonSoft,1
Microsoft Game Studios,Milestone S.r.l,1
Microsoft Game Studios,Prototype,2
Microsoft Game Studios,Revolution (Japan),1
Microsoft Game Studios,BAM! Entertainment,8
Microsoft Game Studios,Bigben Interactive,1
Microsoft Game Studios,Ubisoft Annecy,4
Microsoft Game Studios,Media Works,3
Microsoft Game Studios,GN Software,1
Microsoft Game Studios,Wargaming.net,1
Microsoft Game Studios,Asmik Ace Entertainment,3
Microsoft Game Studios,Focus Multimedia,2
Microsoft Game Studios,Home Entertainment Suppliers,1
Microsoft Game Studios,Views,2
Microsoft Game Studios,Devolver Digital,2
Microsoft Game Studios,fonfun,1
Microsoft Game Studios,Sunflowers,1
Microsoft Game Studios,Screenlife,3
Microsoft Game Studios,1C Company,3
Microsoft Game Studios,Quintet,1
Microsoft Game Studios,Vic Tokai,1
Microsoft Game Studios,Cygames,1
Microsoft Game Studios,Adeline Software,1
Microsoft Game Studios,Infogrames,11
Microsoft Game Studios,Data Design Interactive,3
Microsoft Game Studios,Phantagram,1
Microsoft Game Studios,Avalon Interactive,5
Microsoft Game Studios,Reef Entertainment,3
Microsoft Game Studios,Electronic Arts Victor,2
Microsoft Game Studios,The Adventure Company,2
Microsoft Game Studios,Hackberry,1
Microsoft Game Studios,CyberFront,5
Microsoft Game Studios,Aspyr,5
Microsoft Game Studios,Activision,12
Microsoft Game Studios,Visco,1
Microsoft Game Studios,Summitsoft,1
Microsoft Game Studios,Myelin Media,1
Microsoft Game Studios,Aqua Plus,5
Microsoft Game Studios,PM Studios,1
Microsoft Game Studios,Elf,2
Microsoft Game Studios,Pow,1
Microsoft Game Studios,Harmonix Music Systems,1
Microsoft Game Studios,ASCII Entertainment,7
Microsoft Game Studios,NCSoft,2
Microsoft Game Studios,Her Interactive,1
Microsoft Game Studios,Media Rings,3
Microsoft Game Studios,On Demand,1
Microsoft Game Studios,Hudson Soft,11
Microsoft Game Studios,Excalibur Publishing,2
Microsoft Game Studios,Idea Factory,5
Microsoft Game Studios,Asmik Corp,1
Microsoft Game Studios,SouthPeak Games,11
Microsoft Game Studios,Mercury Games,2
Microsoft Game Studios,Rondomedia,6
Microsoft Game Studios,TopWare Interactive,2
Microsoft Game Studios,PlayV,3
Microsoft Game Studios,Xicat Interactive,3
Microsoft Game Studios,Kadokawa Games,5
Microsoft Game Studios,O-Games,6
Microsoft Game Studios,Wizard Video Games,1
Microsoft Game Studios,"Interworks Unlimited, Inc.",1
Microsoft Game Studios,Phoenix Games,1
Microsoft Game Studios,Hudson Entertainment,7
Microsoft Game Studios,MTO,3
Microsoft Game Studios,Mattel Interactive,6
Microsoft Game Studios,Interplay,10
Microsoft Game Studios,Sunrise Interactive,4
Microsoft Game Studios,Vir2L Studios,3
Microsoft Game Studios,GOA,1
Microsoft Game Studios,Panther Software,1
Microsoft Game Studios,Sears,1
Microsoft Game Studios,Rain Games,1
Microsoft Game Studios,Sega,12
Microsoft Game Studios,3DO,9
Microsoft Game Studios,Mirai Shounen,1
Microsoft Game Studios,AQ Interactive,2
Microsoft Game Studios,Nippon Telenet,1
Microsoft Game Studios,7G//AMES,3
Microsoft Game Studios,Arena Entertainment,2
Microsoft Game Studios,Aria,1
Microsoft Game Studios,Flight-Plan,2
Microsoft Game Studios,Imadio,1
Microsoft Game Studios,Phantom EFX,1
Microsoft Game Studios,Liquid Games,2
Microsoft Game Studios,Moss,1
Microsoft Game Studios,American Softworks,1
Microsoft Game Studios,Activision Blizzard,1
Microsoft Game Studios,ArtDink,3
Microsoft Game Studios,Valcon Games,5
Microsoft Game Studios,Telegames,4
Microsoft Game Studios,Zoo Digital Publishing,11
Microsoft Game Studios,Level 5,7
Microsoft Game Studios,Imagic,2
Microsoft Game Studios,Bomb,1
Microsoft Game Studios,Brash Entertainment,2
Microsoft Game Studios,Evolution Games,1
Microsoft Game Studios,PopTop Software,1
Microsoft Game Studios,Imagineer,6
Microsoft Game Studios,Mamba Games,2
Microsoft Game Studios,Tru Blu Entertainment,2
Microsoft Game Studios,Berkeley,1
Microsoft Game Studios,Technos Japan Corporation,1
Microsoft Game Studios,Epoch,4
Microsoft Game Studios,Nobilis,6
Microsoft Game Studios,Monte Christo Multimedia,1
Microsoft Game Studios,Max Five,1
Microsoft Game Studios,Funbox Media,4
Microsoft Game Studios,Gainax Network Systems,2
Microsoft Game Studios,Iceberg Interactive,2
Microsoft Game Studios,Simon & Schuster Interactive,1
Microsoft Game Studios,Play It,5
Microsoft Game Studios,TOHO,1
Microsoft Game Studios,Foreign Media Games,4
Microsoft Game Studios,ASCII Media Works,2
Microsoft Game Studios,Funcom,1
Microsoft Game Studios,Revolution Software,1
Microsoft Game Studios,TGL,1
Microsoft Game Studios,Detn8 Games,1
Microsoft Game Studios,Seta Corporation,3
Microsoft Game Studios,Time Warner Interactive,4
Microsoft Game Studios,SPS,1
Microsoft Game Studios,SquareSoft,7
Microsoft Game Studios,Deep Silver,12
Microsoft Game Studios,Koch Media,7
Microsoft Game Studios,Misawa,1
Microsoft Game Studios,Altron,1
Microsoft Game Studios,Broccoli,7
Microsoft Game Studios,Starpath Corp.,1
Microsoft Game Studios,Mindscape,8
Microsoft Game Studios,Ivolgamus,1
Microsoft Game Studios,Compile,2
Microsoft Game Studios,Mystique,1
Microsoft Game Studios,Saurus,1
Microsoft Game Studios,Psygnosis,10
Microsoft Game Studios,iWin,1
Microsoft Game Studios,Imax,1
Microsoft Game Studios,Rising Star Games,11
Microsoft Game Studios,Nexon,1
Microsoft Game Studios,ITT Family Games,1
Microsoft Game Studios,Answer Software,1
Microsoft Game Studios,Tetris Online,1
Microsoft Game Studios,Tripwire Interactive,1
Microsoft Game Studios,Arika,3
Microsoft Game Studios,Enjoy Gaming ltd.,1
Microsoft Game Studios,Introversion Software,1
Microsoft Game Studios,The Learning Company,1
Microsoft Game Studios,Game Life,2
Microsoft Game Studios,Otomate,1
Microsoft Game Studios,Graphsim Entertainment,1
Microsoft Game Studios,Playmates,1
Microsoft Game Studios,Alawar Entertainment,2
Microsoft Game Studios,NDA Productions,1
Microsoft Game Studios,Shogakukan,2
Microsoft Game Studios,Kemco,9
Microsoft Game Studios,Aksys Games,3
Microsoft Game Studios,Elite,1
Microsoft Game Studios,989 Sports,1
Microsoft Game Studios,NovaLogic,1
Microsoft Game Studios,Laguna,3
Microsoft Game Studios,49Games,1
Microsoft Game Studios,Valve,1
Microsoft Game Studios,Nordcurrent,4
